"ID","Joke"
6287,"If you see me running down the road crying, it's because I hate running."
6288,"*hires 2 personal trainers and makes one of them train the other one*"
6289,"Dear god, please let me have sex at least as often as adobe or java needs an update. Everyday."
6290,"Who is that walking up my driveway?! Anxiety in 3...2...1... [knock, knock] *sigh* ""WAIT A SECOND!"" *mumbles* ""I need to find pants."""
6291,"Mom said I should only date ""a good man"" and I was like HEAVENS TO BETSY I WISH I HAD KNOWN THIS PERTINENT INFORMATION BEFORE NOW."
6292,"Hubs: Kids are still asleep! Know what that means? Me: We have to be quick! *Runs to the hidden box of Cocoa Puffs and pours 2 big bowls*"
6293,"HR said it's not necessary but I like my sickness to be taken seriously by having my mom send in an email validating my degree of sickness"
6294,"I lost a roomba in my apartment. Don't ask me to babysit."
6295,"Your son has been suspended ""for what?"" He hit a kid who was picking on another child ""so what, yall ran out of ice cream to give him?"""
6296,"Whenever I see an empty pizza box in a neighbor's garbage can, I get jealous someone had a better night than I did."
6297,"Hair so long she accidentally flushed herself down the toilet"
6298,"If I were really famous, I wouldn't even need body guards. These maxi pads promise me 10 hours of protection, each."
6299,"""How can I waste ten seconds of someone's time and make total strangers hate me?"" - Credit card chip inventor - Me, writing tweets"
6300,"Why bother drinking water? You're just gonna pee it out. This is what Big Water doesn't want you to know."
6301,"If you drop food on the floor in public, it's proper etiquette to look around and see who noticed before shoving it in your mouth."
6302,"[Showing a friend around the house] Me: And THIS is where my 5 yr old eats his popcorn. *motions to area covered in popcorn."
6303,"BUNNIES: I love hopping! SNAKE WITH BUNNY EARS ON A POGO STICK: Haha yes, but shouldn't we get home and check on our delicious babies?"
6304,"The next stick figure family I see with more than 3 stick figure kids is getting a complementary condom taped on their rear window."
6305,"REALTOR: It's a great neighborhood. Wonderful schools- ME: And the Pokemon? REALTOR: .... sigh. Mostly Pidgeys ME: I think I've seen enough."
6306,"[Walking around park with kid] Daughter: Daddy, why is grass green? Me: Because God wants to remind me I have no money everywhere"
6307,"[crumpled up paper on floor] *tries to flip it up like hacky sack* *tries to flip it up...* *tries to flip...* *tries...* *leaves it*"
6308,"I'm not saying I've let my house get filthy, but this is the second time I've caught my new Roomba trying to mail itself back to the factory"
6309,"me: What? A lot of people launch shopping carts across parking lots wife: Yeah but they take the kid out first! son *screaming*"
6310,"Knuckle tats: (I)(M)(H)(U)(N)(G)(R)(Y)"
6311,"""Don't tell me how to raise my cat!,"" I yell at my 7 y/o daughter who's chastising me for baby birding a tuna sandwich into my cat's mouth"
6312,"I bet Stephen King's kids aren't afraid of shit."
6313,"People who argue Hillary is crooked; boy have I got news for you on the rest of the government"
6314,"The cool thing about robbing a library is that you have two weeks before they notice."
6315,"I'm sorry I dropped your baby and doubly sorry I nudged it under the crib with my foot so you wouldn't notice."
6316,"My son has the ability to predict what will happen in the future and later explain why it didn't happen. I think I'm raising a politician."
6317,"[about to go in for emergency surgery] ME: *slips surgeon a $20* what if you were to give me wings like a giant bird?"
6318,"VOICEMAIL: I'm sorry I can't come to the phone right now, my toddler typed the wrong password 200 times so I can't try again until next year"
6319,"So, what's the suspension like on one of these? Does it have good road handling? What's the spring rate? ~ me, bra shopping"
6320,"When one door opens, another one opens, and then another, and another. Because kids."
6321,"Toddler misbehaves, but follows it up with throwing his hands in the air and yelling ""Ta-da!"" so he won't get in trouble. Stealing it."
6322,"ME: I'll have the burger. WAITER: And how do you like your burger? ME: I don't know. You haven't brought it to me yet."
6323,"Who called them Drinking Buddies and not Palcoholics"
6324,"SURGEON: *cutting open patient's torso* NURSE: sir, what are you doing?! this is a knee replacement! SURGEON: there's a Pokemon in there"
6325,"""WHAT DID YOU DO WITH MY 40 POUNDS OF SPINACH?"" Me: I cooked it for you. It's over there, on that teaspoon."
6326,"Have you found them? ""Not yet, sir."" THEY'RE MUTANT TURTLES THAT DO KARATE. HOW HARD COULD IT BE? ""They wear tiny masks, sir."""
6327,"My daughter asked me if it was illegal to be blind which tells me I didn't explain ""legally blind"" very well."
6328,"Donald Trump is probably the closest we'll ever get to electing Eric Cartman president."
6329,"Lol how ""take you out"" could mean either we're going on a date or I'm gonna kill you."
6330,"[medusa's husband sighing and pulling a wad of snakes out of the shower drain]"
6331,"*calls wife into the bedroom* *dims the lights* *turns on Marvin Gaye* *sexily sweeps toddler's collection of trucks off the bed*"
6332,"Pokemon Go has taught us that there's a disturbing number of dead bodies just laying around everywhere"
6333,"My superpower is finding the one bathroom stall with no toilet paper."
6334,"I'd rather my kid bring home head lice than another goddamn fundraising form."
6335,"""You like mayonnaise? Prove it."" - Costco"
6336,"Seriously In 20 years time and you're at a pub quiz and a question starts with ""in what year"" Just answer 2016"
6337,"The joke's on you officer. That breathalyzer won't tell you how much cocaine I've snorted tonight."
6338,"I started to go to yoga today and then I remembered that I could lie on the floor in my own house without driving anywhere."
6339,"You can tell which inmates were involved in organized crime because their cells are much neater than other prisoners'"
6340,"HR: Know why we called you down? Me: Hmm...a raise? HR: You know we monitor internet usage right? Me: I'd like to report a hacking!"
6341,"My husband really loves our new couch. In fact, he loves it so much he called me his exwife's name just so he could sleep on it."
6342,"Whoever taught my five-year-old daughter how to ""air quote,"" I need to speak with you privately."
6343,"They say they're free weights, but the gym gets pissed if you put them in your car and leave."
6344,"When I treat people the way I want to be treated, they get weirded out when I start brushing their hair."
6345,"[Concert] Triangle player: *proudly playing his triangle [Octagon player struts on stage] Triangle player: ""What the-"""
6346,"I'm an early bird and a night owl, so I'm basically some form of permanently exhausted pigeon"
6347,"[tearing off our clothes] Her: I want you. Take off your shoes. *kicks flip-flop through her TV*"
6348,"If plastic bags could be used as currency, my mom would be on a Forbes list."
6349,"Toddlers & Ghosts -haunt you at all hours -lots of moaning/screaming -unclear motives -not helpful with housework -randomly open cupboards"
6350,"Hi. This is my first time at yoga. When I called they said to bring a Matt. *points at man standing next to her* Now what do we do with him?"
6351,"I wish I had the confidence to just randomly sit on people and start bathing myself like my cat does."
6352,"OMG IT'S GOING TO KILL US ALL!! ~ My dog every time I use a broom"
6353,"*watches you carefully arrange the piles of paperwork on your desk *waits for you to finish *sets fan to ""oscillate"""
6354,"""Help! I can't get my jogging trousers off!"" ""We'll have to perform an emergency trackybottomy"""
6355,"To my English teachers who encouraged me to create magical works of literature as a boy. Here is my 3,007th Tweet. You can be proud."
6356,"[mastercard commercial] ""there are some things that money can't buy"" politician: i don't get it"
6357,"SON: *first word* momma. MOM: DID YOU HEAR THAT? ME: *distracted by the faint song of an ice cream truck* He never comes down our street."
6358,"Fun new prank: Walk into a busy restaurant and call out the name of a rare Pokemon."
6359,"Do you know that horrible feeling of guilt when you eat all your kids candy? Me neither."
6360,"If I'm guilty of anything it's only of loving too much, insider trading, public indecency, treason, arson, jaywalking, piracy & cannibalism."
6361,"Alcohol: You know Kung Fu and you're not afraid to use it Brain: This makes sense right now Body: We're on board Pavement: Come at me bro"
6362,"[job interview] How would you improve our business? ""Dude, I'd bankrupt you in a week. I'm just catchin Pokemon in your office."""
6363,"Two guys in CA walked off cliff playing Pokemon. Natural selection accelerated at 9.8 m/sec2."
6364,"""At your cervix, m'lady"" - me as an OBGYN and also just me"
6365,"FIANCE: where should we go on our honeymoon ME (after hearing there's a charizard hidden at mt rushmore): how do you feel about south dakota"
6366,"ME (drunkenly picking a fight with a cake): get out my face you jerk CAKE: hey pal you wanna piece of me?!? ME: ok wow now I'm conflicted"
6367,"[getting an x-ray] TECHNICIAN: Quit putting that box of chocolates on your chest. ME: Just tell me which ones are coconut."
6368,"My password is ""weak?"" Well your password recovery security question is soft as shit. The city I was born in? Ask me why my mom left my dad."
6369,"A woman isn't really heartbroken unless she does something drastic to her hair."
6370,"Him: You have such a beautiful soul. Me: It's photoshopped."
6371,"Trust us: the feminine form of 'ghostbuster' is 'ghostbuster'."
6372,"I should have seen this breakup coming.... The nicest thing she ever said to me was, ""Oh wow, that car almost hit you."""
6373,"The inventor of predictive text has died. His funfair will be hello on Sundial."
6374,"There are 400 billion birds in the world, 250,000 planes, and one Superman. So, in answer to your question - probably a bird."
